subject,measurement,category,item_count,oracle_corr
766538,arousal,Object,41,0.6147495228265042
782719,arousal,Object,41,0.5170692133953342
526685,arousal,Object,41,0.7309984693469791
658748,arousal,Object,41,0.4608368738651905
820955,arousal,Object,41,0.4335637373462091
114689,arousal,Object,41,0.5391751163139775
548173,arousal,Object,41,0.5884522135124195
293046,arousal,Object,41,0.7762277080938328
508208,arousal,Object,41,0.5846494123171488
800390,arousal,Object,41,0.8350299497591638
336265,arousal,Object,41,0.7324759972843836
325475,arousal,Object,41,0.06947526581895665
603506,arousal,Object,41,0.652236812367149
459081,arousal,Object,41,0.6463458467981661
779024,arousal,Object,41,0.14196563150869396
271455,arousal,Object,41,0.7927204976941875
535281,arousal,Object,41,0.4039949408083149
743652,arousal,Object,41,0.7487938818028009
105739,arousal,Object,41,0.5864919332517294
775284,arousal,Object,41,0.26863446604690233
548809,arousal,Object,41,0.6137739454215911
883557,arousal,Object,41,
105910,arousal,Object,55,0.7400818120498038
121599,arousal,Object,55,0.4858194922134339
133121,arousal,Object,55,0.774374633320524
170188,arousal,Object,55,0.6377638476099867
180089,arousal,Object,55,0.7190733087517127
180769,arousal,Object,55,0.6580528510025672
198182,arousal,Object,55,-0.22569950621974738
209214,arousal,Object,55,0.2619377707730254
220024,arousal,Object,55,0.7714251227679836
221675,arousal,Object,55,-0.04796585251360202
258751,arousal,Object,55,0.37062149558216917
280572,arousal,Object,55,0.8795084945874513
301877,arousal,Object,55,0.5129415109034264
317295,arousal,Object,55,0.3137994210887249
340969,arousal,Object,55,0.6207122867385296
383668,arousal,Object,55,0.8272645454672154
400268,arousal,Object,55,-0.17493734269897326
406896,arousal,Object,55,0.08988121000877977
407644,arousal,Object,55,0.6771813659595869
422514,arousal,Object,55,0.48820907775518824
451902,arousal,Object,55,0.723591817261145
457732,arousal,Object,55,0.7727069837138958
468542,arousal,Object,55,0.8271444927011962
478349,arousal,Object,55,0.38266869938432696
487844,arousal,Object,55,0.0392981354550783
500376,arousal,Object,55,-0.4647135528612864
505980,arousal,Object,55,0.6946567504747299
526039,arousal,Object,55,0.7717825134740772
533285,arousal,Object,55,0.7698281302089477
548047,arousal,Object,55,-0.42683763464073504
548600,arousal,Object,55,0.17145489180949497
563486,arousal,Object,55,0.12797027767641078
589715,arousal,Object,55,0.10578544419879637
601359,arousal,Object,55,-0.0073645844776234325
606850,arousal,Object,55,0.6327390530700105
649476,arousal,Object,55,0.782877034383033
669103,arousal,Object,55,-0.18336447236201078
677844,arousal,Object,55,0.7815106412799939
693127,arousal,Object,55,0.7683151218143652
708305,arousal,Object,55,0.32953043246768526
715197,arousal,Object,55,0.828453191981336
719913,arousal,Object,55,0.170065349929899
759574,arousal,Object,55,0.74588672179345
773927,arousal,Object,55,0.5126520851013505
778487,arousal,Object,55,0.5278374645528923
795916,arousal,Object,55,0.6457692981055426
803915,arousal,Object,55,0.5097055453942149
828151,arousal,Object,55,0.26678430133405423
828586,arousal,Object,55,0.6244473192320718
843498,arousal,Object,55,0.8221471352140464
854189,arousal,Object,55,0.6224822567766146
872171,arousal,Object,55,0.6977737885836467
877520,arousal,Object,55,0.6849676657271434
893469,arousal,Object,55,0.6687491281920607
224888,arousal,Object,49,0.6839672348790311
635348,arousal,Object,49,-0.0739603755720307
802516,arousal,Object,49,0.20391249091905958
552588,arousal,Object,49,0.2106698981397446
597762,arousal,Object,49,0.47065371526033384
817002,arousal,Object,49,0.8499658573850915
397244,arousal,Object,49,0.5283025750375594
870978,arousal,Object,49,0.5385636498721426
876736,arousal,Object,49,0.6449603047149454
338133,arousal,Object,49,-0.1222762222619506
745467,arousal,Object,49,0.589248668803341
724777,arousal,Object,49,0.5626282696955147
854753,arousal,Object,49,0.32286870768707776
649253,arousal,Object,49,0.686787748989538
399455,arousal,Object,49,0.5655891845991862
377183,arousal,Object,49,0.3260820605626699
238145,arousal,Object,49,0.11354008704727081
704762,arousal,Object,49,0.5647018494216001
284957,arousal,Object,49,-0.03243440256825876
138894,arousal,Object,49,
754536,arousal,Object,49,0.5524414689433459
271392,arousal,Object,49,0.6035826179567945
546129,arousal,Object,49,0.20770727067568157
534463,arousal,Object,49,0.6585763039803944
286247,arousal,Object,49,0.6647171114101652
405139,arousal,Object,49,0.5949733140125593
736984,arousal,Object,49,0.5037388591276731
123974,arousal,Object,49,0.35046560290627454
871356,arousal,Object,49,0.31716121621362814
855896,arousal,Object,49,0.2507456923733415
702948,arousal,Object,49,0.4349765650954533
300434,arousal,Object,49,0.41426071765016426
606389,arousal,Object,49,0.6297485219675656
660448,arousal,Object,49,0.34154574600137966
106697,arousal,Object,49,0.5573094080344896
406407,arousal,Object,49,0.6277931402586493
547788,arousal,Object,49,0.5918467913737379
429328,arousal,Object,49,0.41815959036347156
609582,arousal,Object,49,0.8247561658611049
116963,arousal,Object,49,0.5791763213116446
101322,arousal,Object,49,0.5540112193619118
508730,arousal,Object,49,0.8081412980934564
510843,arousal,Object,49,0.3143832556407324
284547,arousal,Object,49,0.37424713648502117
632093,arousal,Object,49,0.41596151507045076
257088,arousal,Object,49,-0.11720679874886585
297080,arousal,Object,49,0.663145217771014
110935,arousal,Object,49,0.5543179692182985
725541,arousal,Object,49,0.7359629305491399
508645,arousal,Object,49,0.37719645771709526
656941,arousal,Object,49,0.7631915880790584
686658,arousal,Object,55,0.5905601510771025
386956,arousal,Object,55,-0.014346604968449223
663993,arousal,Object,55,0.3414454730806787
795517,arousal,Object,55,0.23705086005481849
787512,arousal,Object,55,0.7380537190161998
192806,arousal,Object,55,0.8186024752812555
487201,arousal,Object,55,0.5423349363464678
117790,arousal,Object,55,0.7657851495062452
378046,arousal,Object,55,0.486291359211969
183677,arousal,Object,55,0.5228592143577626
151680,arousal,Object,55,0.28299197477423155
773248,arousal,Object,55,0.25341415999045597
148200,arousal,Object,55,0.6852026648247566
168733,arousal,Object,55,-0.3128528201791306
121153,arousal,Object,55,0.5730009459954692
237297,arousal,Object,55,-0.06738443064195015
202473,arousal,Object,55,0.5735716287874538
117778,arousal,Object,55,0.42397732098305246
771497,arousal,Object,55,0.757859159971602
696545,arousal,Object,55,0.002457101832919363
287068,arousal,Object,55,0.12140550383893278
691860,arousal,Object,53,0.40813904896302194
141077,arousal,Object,55,0.35304308242601884
130175,arousal,Object,55,0.8445236962660707
408735,arousal,Object,55,0.2569913851057111
147476,arousal,Object,55,0.692708137163872
346390,arousal,Object,55,-0.13863989172911048
624017,arousal,Object,55,0.5731032291627656
298652,arousal,Object,55,0.4058715684660179
439249,arousal,Object,55,0.6694419093612933
344579,arousal,Object,55,-0.12486499602533223
152066,arousal,Object,55,0.7315133667293193
189734,arousal,Object,55,0.15569704906499612
291044,arousal,Object,55,0.728325816795945
253166,arousal,Object,55,0.7662387349840546
345380,arousal,Object,55,0.8550829322467995
295666,arousal,Object,55,0.69524719666573
613828,arousal,Object,55,0.09805050480137475
380813,arousal,Object,55,0.3304620029911123
382781,arousal,Object,55,
786454,arousal,Object,55,0.585973904261429
703349,arousal,Object,55,0.3922971714128697
520728,arousal,Object,55,0.8214856705020963
233558,arousal,Object,55,0.24928769246914434
884767,arousal,Object,55,0.9099326048282705
793442,arousal,Object,55,0.24377278899842125
647013,arousal,Object,55,0.5655299856122296
604739,arousal,Object,55,0.5162800171080627
466622,arousal,Object,55,0.03317767853028963
884247,arousal,Object,55,0.6758190387963682
783819,arousal,Object,55,0.7496165386100059
320495,arousal,Object,55,0.8411004240252193
350378,arousal,Object,55,0.6057695595886623
665981,arousal,Object,55,0.7285091508339407
500374,arousal,Object,55,0.7404520774875649
832153,arousal,Object,55,0.5826848202406532
771352,arousal,Object,55,0.6499396642827386
153655,arousal,Object,55,0.8112988691510588
367436,arousal,Object,55,0.7608143040463144
869692,arousal,Object,55,0.0278972165338446
889512,arousal,Object,41,0.7147637424003335
632417,arousal,Object,41,-0.33718747842911406
702828,arousal,Object,41,0.8363302861118748
767002,arousal,Object,41,0.735840925478806
484269,arousal,Object,41,0.5755326227657783
225983,arousal,Object,41,0.7263593932522711
868632,arousal,Object,41,0.645064973887876
391436,arousal,Object,41,0.8438959864392551
797924,arousal,Object,41,-0.32432896695547087
599068,arousal,Object,41,0.7244505658634667
683275,arousal,Object,41,-0.18992671501858405
881679,arousal,Object,41,0.7689066559609601
527822,arousal,Object,41,0.14266502876159678
628870,arousal,Object,41,0.686665117707178
180707,arousal,Object,41,0.05062717463853901
544328,arousal,Object,41,0.6225893767635076
376677,arousal,Object,41,0.5936020356993498
618987,arousal,Object,41,0.7624216965393531
310108,arousal,Object,41,-0.4169010476751847
781888,arousal,Object,41,-0.400996592536523
201441,arousal,Object,41,0.7583298349041838
508366,arousal,Object,41,-0.22181957187445794
438384,arousal,Object,41,0.5525788533954356
626482,arousal,Object,41,0.7814319998796359
505007,arousal,Object,41,0.4541480000092172
301816,arousal,Object,41,-0.02628924191542282
749348,arousal,Object,41,0.6454643807615115
769590,arousal,Object,41,0.7291692694432105
568257,arousal,Object,41,0.6377980306669496
689756,arousal,Object,41,0.8209125095176549
670307,arousal,Object,41,-0.029022104008448908
678320,arousal,Object,41,0.8497486985879221
564332,arousal,Object,41,-0.10800706147974737
582428,arousal,Object,41,-0.2620515380473784
175726,arousal,Object,41,0.6886938090589981
403486,arousal,Object,41,-0.020642604584751624
555859,arousal,Object,41,0.6703643649992287
314993,arousal,Object,41,0.20674322683316174
396282,arousal,Object,41,0.1484618013370677
773711,arousal,Object,41,-0.3392687567655874
723893,arousal,Object,41,0.7339163019740845
846093,arousal,Object,41,0.8635695863449865
385047,arousal,Object,41,0.6949999931143819
779551,arousal,Object,41,0.5985395748827925
447827,arousal,Object,41,0.6431280112343819
203175,arousal,Object,41,0.7404993621315613
471657,arousal,Object,41,0.5169730570969056
236851,arousal,Object,55,0.21673328057810665
577749,arousal,Object,55,0.42616994131436564
151518,arousal,Object,55,-0.20636114425311733
346318,arousal,Object,55,0.5404831277514452
141693,arousal,Object,55,0.676724681259809
462180,arousal,Object,55,0.8793402565445374
102755,arousal,Object,55,0.4403299304833191
116272,arousal,Object,55,0.09936656586091115
598713,arousal,Object,55,0.7582482988091718
604860,arousal,Object,55,0.2857085118052998
486307,arousal,Object,55,0.7691706321433481
510825,arousal,Object,55,0.5945712340769594
775400,arousal,Object,55,0.6583608623061664
142261,arousal,Object,55,0.7712655967117098
302327,arousal,Object,55,0.6777798849314981
551183,arousal,Object,55,-0.20911210401739802
433204,arousal,Object,55,0.8493676268526863
559312,arousal,Object,55,0.7305772034198335
239366,arousal,Object,55,0.8846734163646656
618291,arousal,Object,55,0.7911801480180594
390394,arousal,Object,55,0.7492056685521928
358074,arousal,Object,55,0.8028871480481956
445495,arousal,Object,55,0.5811160025905399
263857,arousal,Object,55,-0.06533562275954756
330721,arousal,Object,55,0.756392416551528
410001,arousal,Object,55,0.36602234334385975
378619,arousal,Object,55,0.6894540313537907
856405,arousal,Object,55,0.7522847041608756
844719,arousal,Object,55,0.8047761660152541
846399,arousal,Object,55,0.29591994575843167
817981,arousal,Object,55,0.3855185809647844
317612,arousal,Object,55,0.6879802956594471
382910,arousal,Object,55,0.782412109479457
816856,arousal,Object,55,0.7553074109973403
818645,arousal,Object,55,0.44821817300836797
701395,arousal,Object,55,0.6522703410996717
458088,arousal,Object,55,0.842962801297818
372260,arousal,Object,55,0.7674193361552174
563684,arousal,Object,55,0.188299469252535
684862,arousal,Object,55,0.7950143650686671
207172,arousal,Object,55,0.47101293634156616
432549,arousal,Object,55,-0.24899010730191146
419099,arousal,Object,55,0.32454723322827433
518154,arousal,Object,55,0.292362341209768
565413,arousal,Object,55,0.7824061691875738
771703,arousal,Object,55,
714439,arousal,Object,55,0.8368637981067758
340532,arousal,Person,79,0.1379238082593064
776707,arousal,Person,79,-0.01816281115019618
163773,arousal,Person,79,0.6823048389220081
828434,arousal,Person,79,0.6487760828375378
343263,arousal,Person,79,0.643075354118348
693082,arousal,Person,79,0.6417125254657775
192449,arousal,Person,79,0.7779853618790602
499276,arousal,Person,79,0.5542900562752325
735519,arousal,Person,79,0.5168663075256816
568166,arousal,Person,79,0.540068709204894
292734,arousal,Person,79,0.549148174468912
831837,arousal,Person,79,0.2610057993453582
526289,arousal,Person,79,0.5229556573617427
674800,arousal,Person,78,0.37385588430593575
274687,arousal,Person,79,0.36564201711396216
693686,arousal,Person,79,0.5510340577481643
781864,arousal,Person,79,-0.022770831228932756
462540,arousal,Person,79,0.3907920674357595
790389,arousal,Person,79,0.3828291342227959
401184,arousal,Person,79,0.6253838990238156
685980,arousal,Person,79,0.527064133414667
250724,arousal,Person,79,0.6414353627898062
303277,arousal,Person,79,0.5138575612828307
780561,arousal,Person,79,0.4721371339606383
238472,arousal,Person,79,0.7473904835150714
139646,arousal,Person,79,0.4736715781629651
698549,arousal,Person,79,0.6376353949770528
399940,arousal,Person,79,0.45847561404503734
245601,arousal,Person,79,0.4675674717577179
631975,arousal,Person,79,0.24191100115175626
360024,arousal,Person,79,0.07319800253224028
532104,arousal,Person,79,0.3973704542770932
456917,arousal,Person,79,0.5331415303351806
244848,arousal,Person,79,0.1196834481320897
880450,arousal,Person,79,0.07433943694849572
570361,arousal,Person,79,0.31043408925245525
404261,arousal,Person,79,0.28669722678059495
878262,arousal,Person,79,0.6715380980740221
259089,arousal,Person,79,0.5063533859000658
873077,arousal,Person,79,0.11276430472119815
113462,arousal,Person,79,0.2642645877851795
778150,arousal,Person,79,0.6354762960131511
594350,arousal,Person,79,0.3291778828595186
227439,arousal,Person,79,0.5655388878638831
846059,arousal,Person,79,0.23492497968726433
289358,arousal,Person,79,0.7335154491974903
676917,arousal,Person,79,0.6509705374479863
632559,arousal,Person,79,0.4732213289229808
734091,arousal,Person,79,-0.13765230440801368
707582,arousal,Person,79,0.33925624582531294
827191,arousal,Person,81,0.30303928796067753
891469,arousal,Person,81,0.4188896587683523
705539,arousal,Person,81,0.4011753773613704
578805,arousal,Person,81,0.17118156902121032
473328,arousal,Person,81,-0.05533601938679273
884391,arousal,Person,81,0.45130503677446765
120283,arousal,Person,81,0.3736875154181269
899429,arousal,Person,81,0.477882279130477
349523,arousal,Person,81,0.20165867603210996
205991,arousal,Person,81,0.7700720415641477
385594,arousal,Person,81,0.5971641712307622
830763,arousal,Person,81,0.5161638403519382
133906,arousal,Person,81,0.0959328721679237
204440,arousal,Person,81,0.4354363827421783
199514,arousal,Person,81,0.2761027840031968
554223,arousal,Person,81,0.20814390360750806
682223,arousal,Person,81,0.4822607372538497
545182,arousal,Person,81,0.46314054874310157
839838,arousal,Person,81,0.12380009409254303
814466,arousal,Person,81,0.586750213126731
808013,arousal,Person,81,0.48173541782951684
177755,arousal,Person,81,0.02339836761258304
374920,arousal,Person,81,0.61814257240401
219701,arousal,Person,81,-0.04951946762301842
490115,arousal,Person,81,0.049150703467138505
864159,arousal,Person,81,0.21086841264994974
241413,arousal,Person,81,0.5011403173239377
304247,arousal,Person,81,0.3439494645073042
177940,arousal,Person,81,0.23825451485684923
266220,arousal,Person,81,-0.03120524326479516
480681,arousal,Person,81,0.35442657982571946
898440,arousal,Person,81,0.5097891154854216
491439,arousal,Person,81,0.4589681274480091
479223,arousal,Person,81,0.5701304025357582
796141,arousal,Person,81,0.53702878815778
579138,arousal,Person,81,0.5995444907899444
469885,arousal,Person,81,0.43566608233921916
480985,arousal,Person,81,0.34148047317032987
208082,arousal,Person,81,0.4248256837440031
846631,arousal,Person,81,0.3871326877310392
271509,arousal,Person,81,0.6852218550688103
792696,arousal,Person,81,0.5592297335096102
225098,arousal,Person,81,0.5054928717565693
809776,arousal,Person,97,0.1069429265915907
784454,arousal,Person,97,0.5772157729386178
249611,arousal,Person,97,0.3279489069530815
465498,arousal,Person,97,0.3409462974716098
851011,arousal,Person,97,0.5577551461093622
242960,arousal,Person,97,0.6628844725711269
425410,arousal,Person,97,0.49464186095078677
116786,arousal,Person,97,0.6584644923969898
214666,arousal,Person,97,0.6709155302424187
309438,arousal,Person,97,0.5782927131405462
505282,arousal,Person,97,0.5240843602096246
477814,arousal,Person,97,0.3264718668923959
264168,arousal,Person,97,0.4718717962062015
701731,arousal,Person,97,0.28737432259429657
324166,arousal,Person,97,0.5631664355773223
165389,arousal,Person,97,0.5323345687194215
754079,arousal,Person,97,0.30894260129818507
590582,arousal,Person,97,0.47648136962033416
420137,arousal,Person,97,0.5749473248443576
861008,arousal,Person,97,0.5125255402559995
896510,arousal,Person,97,0.41912163959445925
338766,arousal,Person,97,0.40846186315058114
392205,arousal,Person,97,0.3214488220997294
213312,arousal,Person,97,0.6805237648742178
443389,arousal,Person,97,0.06481392305629727
401213,arousal,Person,97,0.616150475532783
509877,arousal,Person,97,0.4940335959702929
220910,arousal,Person,97,0.2966650292259549
551874,arousal,Person,97,0.6699403200052809
296241,arousal,Person,97,0.5481422604168285
473617,arousal,Person,97,0.5763088395593728
567024,arousal,Person,97,0.5015455172361575
891007,arousal,Person,97,0.6245375104316822
277561,arousal,Person,97,-0.24645424102754812
734634,arousal,Person,97,0.2745302098957282
766538,arousal,Person,97,0.6581060625738719
782719,arousal,Person,97,0.5861093501851175
526685,arousal,Person,97,0.20032498283681194
658748,arousal,Person,97,0.20143607686425924
820955,arousal,Person,97,0.4607204560629827
114689,arousal,Person,97,0.15099332955532627
548173,arousal,Person,97,0.30543072176735264
293046,arousal,Person,97,0.49362639155701044
508208,arousal,Person,97,0.55470734822267
800390,arousal,Person,96,0.5170216297881822
336265,arousal,Person,97,0.3840858452931984
325475,arousal,Person,97,0.38765986127024005
603506,arousal,Person,97,0.5463903716459525
459081,arousal,Person,97,0.46685949884376177
779024,arousal,Person,97,0.12641293643338467
271455,arousal,Person,97,0.4983871751858893
535281,arousal,Person,97,0.5995631746517864
743652,arousal,Person,97,0.496351308433733
105739,arousal,Person,97,0.6428898045959125
775284,arousal,Person,97,0.3498309854023748
548809,arousal,Person,97,0.3708230659736189
883557,arousal,Person,97,0.5964494264289238
105910,arousal,Person,89,0.7158705971554911
121599,arousal,Person,89,0.43375718701977045
133121,arousal,Person,89,0.35043410958762966
170188,arousal,Person,89,0.4470010022332918
180089,arousal,Person,89,0.4624905273487569
180769,arousal,Person,89,0.6690456005195169
198182,arousal,Person,89,0.1975358946853102
209214,arousal,Person,89,0.09251014780651162
220024,arousal,Person,89,0.6233281895524524
221675,arousal,Person,89,0.08563962746375774
258751,arousal,Person,89,0.6166026254028901
280572,arousal,Person,89,0.6454700717216862
301877,arousal,Person,89,0.5560782714552693
317295,arousal,Person,89,0.4896093858408899
340969,arousal,Person,89,0.5617012070596783
383668,arousal,Person,89,0.6842770437310188
400268,arousal,Person,89,0.30607444156106056
406896,arousal,Person,89,0.34566434577478145
407644,arousal,Person,89,0.4481782232512158
422514,arousal,Person,89,0.6212305488347853
451902,arousal,Person,89,0.654036930204064
457732,arousal,Person,89,0.48971697381415213
468542,arousal,Person,89,0.6000025180194829
478349,arousal,Person,89,0.5322171547226656
487844,arousal,Person,89,0.4576948248821187
500376,arousal,Person,89,0.19669697482211698
505980,arousal,Person,89,0.6614791584520612
526039,arousal,Person,89,0.29810195498217223
533285,arousal,Person,89,0.7024125680404922
548047,arousal,Person,89,-0.39765759458802313
548600,arousal,Person,89,0.360668802504223
563486,arousal,Person,89,0.06893407317800138
589715,arousal,Person,89,0.391840781786219
601359,arousal,Person,89,0.4200703099810143
606850,arousal,Person,89,0.6037880337817662
649476,arousal,Person,89,0.6935502194642172
669103,arousal,Person,89,0.1264312764726131
677844,arousal,Person,89,0.6433148093835293
693127,arousal,Person,89,0.36542850879808136
708305,arousal,Person,89,0.3784551278134357
715197,arousal,Person,89,0.7479024945669691
719913,arousal,Person,89,0.4284265793350687
759574,arousal,Person,89,0.6491533072397716
773927,arousal,Person,89,0.44937518597451287
778487,arousal,Person,89,0.6191683273414181
795916,arousal,Person,89,0.6656781803522405
803915,arousal,Person,89,0.372528457270084
828151,arousal,Person,89,0.2932750544379988
828586,arousal,Person,89,0.5787184098741022
843498,arousal,Person,89,0.7510613950144273
854189,arousal,Person,89,0.38447967061132676
872171,arousal,Person,88,0.7671340301475223
877520,arousal,Person,89,0.5110157412812341
893469,arousal,Person,89,0.39303336920380505
224888,arousal,Person,79,0.5387912073253233
635348,arousal,Person,79,0.12677430959967373
802516,arousal,Person,79,0.29219104106776417
552588,arousal,Person,79,0.19226848075012604
597762,arousal,Person,79,0.3888675968754012
817002,arousal,Person,79,0.8395627684618787
397244,arousal,Person,79,0.29638798087983254
870978,arousal,Person,79,0.5871533446376842
876736,arousal,Person,79,0.6428018861834184
338133,arousal,Person,79,0.3951180919766804
745467,arousal,Person,79,0.6667341489498922
724777,arousal,Person,79,0.6124301153950321
854753,arousal,Person,79,0.498759811520242
649253,arousal,Person,79,0.47302329093861395
399455,arousal,Person,79,0.7622910946641923
377183,arousal,Person,79,0.00996168281642107
238145,arousal,Person,79,0.3283705994290427
704762,arousal,Person,79,0.6651506090159512
284957,arousal,Person,79,0.014454074340369563
138894,arousal,Person,79,-0.04583539405219628
754536,arousal,Person,79,0.5606672787114139
271392,arousal,Person,79,0.7054443191990957
546129,arousal,Person,79,-0.12242249298884134
534463,arousal,Person,79,0.44446956787209035
286247,arousal,Person,79,0.7026433658736947
405139,arousal,Person,79,0.6772220603182284
736984,arousal,Person,79,0.5295074786613813
123974,arousal,Person,79,0.27333449642984614
871356,arousal,Person,79,0.15897545200019586
855896,arousal,Person,79,-0.006789941898677664
702948,arousal,Person,79,0.20288336917077054
300434,arousal,Person,79,0.6280622597810357
606389,arousal,Person,79,0.5772484661594665
660448,arousal,Person,79,0.46497063090868945
106697,arousal,Person,79,0.5732799758874074
406407,arousal,Person,79,0.1195397280805954
547788,arousal,Person,79,0.216869231727009
429328,arousal,Person,79,0.5373989568124684
609582,arousal,Person,79,0.6668356177103113
116963,arousal,Person,79,0.3343433067193045
101322,arousal,Person,79,0.29559952692428254
508730,arousal,Person,79,0.7109757307675333
510843,arousal,Person,79,0.26518558342907983
284547,arousal,Person,79,0.5634973693168432
632093,arousal,Person,79,0.6342666623228642
257088,arousal,Person,79,0.2584339229373459
297080,arousal,Person,79,0.4670701793291209
110935,arousal,Person,79,0.8407596283191373
725541,arousal,Person,79,0.6693159729539538
508645,arousal,Person,79,0.5154163736073123
656941,arousal,Person,79,0.5275830592130809
686658,arousal,Person,81,0.38647511533732387
386956,arousal,Person,81,0.48202701331705194
663993,arousal,Person,81,0.6193567332563965
